"ID","word","translation","explanation","area","creater","createdDate"
"499","450","tcp/ip, интернэт протоколын багц ","Интернэт болон интернэттэй ижил төстэй сүлжээнд ашигладаг холбооны протоколын иж бүрдэл. Уг бүрдэлд багтдаг Transmission Control Protocol (TCP) болон Internet Protocol (IP) хэмээх хамгийн чухал хоёр протоколын нэрээр TCP/IP гэж мөн нэрлэдэг. Орчин үеийн интернэт протоколтой (IP) сүлжээ нь 1960-70-аад онд сууриа тавьсан Интернэт, 1980-аад оны дунд, хожуу үед үүссэн локал сүлжээний (Local area network, LAN) нийлмэл бүтэцтэй.  Интернэт протоколын багц нь бусад олонх протоколын адилаар хэд хэдэн түвшний (layer) цогц байдаг бөгөөд доод түвшин бүр нь дээдэх түвшиндээ ажиллагааны суурь болж өгнө. Жишээ нь TCP протокол нь IP протокол дээрээ үндэслэж ажиллана. Өгөгдлийг физик дамжигдахуйц хэлбэрт хөрвүүлдэг доод түвшнийхээ протоколд суурилсан дээд түвшний протокол нь хэрэглэгчдээ илүү ойр, илүү хийсвэр (abstract) өгөгдөл дамжуулдаг түвшин юм.  TCP/IP загвар нь өгсөх дарааллаар, Физик түвшин (Link Layer), Сүлжээний түвшин (Internet Layer), Тээвэрлэлтийн түвшин (Transport Layer), Хэрэглээний түвш","48","dugarchuluun@yandex.ru","2015-11-08 10:07:29"
"500","15","(isp)  интернэт провайдер ","Интернэт холболт болон интернэттэй холбоотой бусад төрлийн үйлчилгээ эрхэлдэг компани, байгууллага. ","48","dugarchuluun@yandex.ru","2015-11-08 10:07:56"
"501","451","хэлмэрчлэх хэл, интерпретацийн хэл ","ост төв процессорт шууд гүйцэтгэгдэхээс илүүтэй хэлмэрч буюу интерпретатор (interpreter) гэгддэг программаар гүйцэтгэгддэг (хэлмэрчлэгддэг буюу интерпретацлагддаг) программ үүсгэх зориулалттай программчлалын хэл..","10","dugarchuluun@yandex.ru","2015-11-08 10:08:20"
"502","452","интерпретер, хэлмэрч ","Программчлалын хэлээр бичигдсэн командыг гүйцэтгэдэг (execute) компьютер программ. Интерпретер нь эх кодыг шууд гүйцэтгэдэг болон эх кодыг ямар нэгэн завсрын кодонд хөрвүүлээд нэн даруй гүйцэтгэдэг, интерпретер системийн бүрдэлд багтаж буй компиляторын урьдчилан хөрвүүлж хадгалсан кодыг шууд хөрвүүлдэг программ байж болно. ","10","dugarchuluun@yandex.ru","2015-11-08 10:08:42"
"503","453","интранэт","Компани, албан байгууллагын интернэт протокол (internet protocol, IP) технологид суурилсан дотоодын хувийн сүлжээ (network). Зарим тохиолдолд албан байгууллагын дотоодийн вэбсайтыг (website) мөн интранэт гэж нэрлэдэг. HTTP болон HTTPS суурь протоколд суурилж, клиент-сервер (client-server) загвараар ажилладаг интранэтэд вэб браузэр (web browser) ашиглан ханддаг тул тодорхой байгууллагын хүрээн дэх хязгаарлагдмал орчинд ажилладаг “хувийн” интернэт мэтээр төсөөлж болно. ","48","dugarchuluun@yandex.ru","2015-11-08 10:09:00"
"504","454","жойстик","Удирдах төхөөрөмждөө (жишээ нь компьютер) эргэлтийн өнцөг, чиглэлийнхээ тухай мэдээлэл дамжуулдаг, суурин дээрээ хазайж эргэлддэг бариул бүхий оролтын төхөөрөмж (input device).  Жойстик нь видео тоглоом, зарим CAD системд түгээмэл хэрэглэгддэгийн зэрэгцээ байлдааны тийрэлтэт онгоцны нислэгийн удирдлага, кран, зарим тусгай автомашин, хяналтын камер гэх мэт техник хэрэгслийн жолооны үүрэг гүйцэтгэдэг. ","12","dugarchuluun@yandex.ru","2015-11-08 10:09:24"
"505","455","цөм, кэрнэл, кернел ","Боловсруулалтын хугацаа (process time, cpu time), санах ой, техник хангамж гэх мэт компьютерийн нөөцөд хэрэглээний программын зүгээс хандах ажиллагааг зохицуулагч үйлдлийн системийн амин төв бүрдэл. Кэрнэл нь техник болон программ хангамжийн бүрдлийг хооронд нь холбож өгөх үүрэгтэй.","48","dugarchuluun@yandex.ru","2015-11-08 10:09:43"
"506","456","товчлуурт гар ","Ямар нэг төхөөрөмжийг удирдах болон өгөгдөл оруулах зориулалттай, дардаг товчлуурууд (keys and buttons) бүхий оролтын төхөөрөмж (input device). Товчлуурт гаранд зарим тусгай товчлуур эсвэлхэд хэдэн товчлуурыг хослуулан дарах замаар компьютерийн комманд оруулж болдог. Товчлуурт гар нь хамгийн түгээмэл хэрэглэгддэг оролтын төхөөрөмжийн нэг юм. ","10","dugarchuluun@yandex.ru","2015-11-08 10:10:03"
"507","457","түлхүүр талбар ","Өгөгдлийн баазын хүснэгтэн дотор, нийлээд өгөгдлийн баазын бичлэгийн давтагдашгүй, таних тэмдэг болж ялгаруулж өгдөг талбар (field) эсвэлолон талбарын бүрдэл. Ийм талбарыг нийтэд нь зүгээр л “түлхүүр” (key) гэж нэрлэдэг. Түлхүүр талбар нь өгөгдлийн баазаас тодорхой өгөгдлийг хайж олохолд тодорхойлогч болж өгнө.  ","10","dugarchuluun@yandex.ru","2015-11-08 10:10:19"
"508","458","килобайт (kб, кбайт, кб) ","1024 байттай тэнцүү, өгөгдөл хадгалах багтаамж хэмждэг нэгж хэмжигдэхүүн. 1 килобайт (KБ) = 8 килобит (Кб)","48","dugarchuluun@yandex.ru","2015-11-08 10:10:48"
"509","459","lan ","Local area network-ийг үзнэ үү.","48","dugarchuluun@yandex.ru","2015-11-08 10:11:09"
"510","460","lan adapter ","Network Interface Controller-ийг үзнэ үү.","48","dugarchuluun@yandex.ru","2015-11-08 10:11:29"
"511","461","хэл хөрвүүлэгч ","рограммчлалын нэг хэлний командыг утгыг нь алдагдуулахгүйгээр программчлалын нөгөө хэл рүү орчуулдаг компьютерийн программ.","10","dugarchuluun@yandex.ru","2015-11-08 10:11:50"
"512","462","лазер принтер ","Ердийн цаасан дээр сайн чанарын текст, график хэвлэх чадвартай, фотохувилагч машинтай адил ксерограф хэвлэлийн технологиор ажилладаг  принтер. Ялгаа нь лазерийн туяагаар принтерийн фотомэдрэгч элементийг шууд скандах замаар дүрс үүсгэнэ.  Лазер принтер болон хуудас дүрслэлийн хэл (page description language) гарснаар дэсктоп хэвлэл (desktop publishing) хөгжих суурь тавигджээ","10","dugarchuluun@yandex.ru","2015-11-08 10:12:11"
"513","463","өв систем ","Илүү дэвшилтэт, үр өгөөжтэй техник, технологи нэвтэрчихээд байхад хаягдалгүй хэрэглэгдсээр байгаа хуучин арга, технологи, техник болон программ хангамж. ","10","dugarchuluun@yandex.ru","2015-11-08 10:12:29"
"514","464","гэрлийн үзэг ","Компьютерийн кинескопот дэлгэцтэй харьцахад ашигладаг гэрэл мэдэрдэг үзэг маягийн оролтын төхөөрөмж (input device). Дэлгэцэн дээрх объектийг заах, дэлгэцнээ дүрс зурах гэх мэт зориулалтаар ашиглана. Гэрлийн үзэг нь шингэн талст дэлгэцнээ ашиглах боломжгүй, зөвхөн кинескопот дэлгэцтэй харьцах зориулалттай. Гэрлэн үзгийг инженер, график дизайнер, зураачид зураг зурахдаа ашигладаг байв.","10","dugarchuluun@yandex.ru","2015-11-08 10:12:50"
"515","465","холбоос","Харилцаа холбооны утгаар хэрэглэж байгаа тохиолдолд энэ нь хоёр буюу дээш тооны холбооны төхөөрөмжийг холбож буй холбооны суваг. Уг тохиолдолд холбоос нь физик бодитой холбоос, эс бөгөөс нэг болон хэд хэдэн физик холбоосыг илэрхийлсэн логик холбоос байж болно. Логик холбоос байх нөхцөлд бодит физик холбоосын төрлийг нь өгөгдлийн холбоос  (data link), дээш холбоос (uplink), доош холбоос (downlink), мяндсан оптик холбоос (fiber optic link), цэгээс цэгт холбоос (point-to-point link) гэх мэтээр заавал зааж өгсөн байдаг. Уг нэр томъёо нь компьютер сүлжээний зангилааг (node) холбогч хэрэгсэл гэсэн утгатайгаар хэрэглэгдэнэ. ","48","dugarchuluun@yandex.ru","2015-11-08 10:13:44"
"516","466","link2 ","Hyperlink-ийг үзнэ үү. ","12","dugarchuluun@yandex.ru","2015-11-08 10:14:42"
"517","467","шингэн талст дисплей","Молекулууд нь оптик шинж чанараараа хувирч эгнээ үүсгэдэг шингэн талст хэмээх бодисоос бүтсэн хавтгай панель дэлгэц. Шингэн талст бодис нь өөрөө гэрэлтдэггүй, зөвхөн үүсгэж байгаа эгнээний байрлалаас нь хамааран дэлгэцний арын гэрлийг хаах эсвэл нэвтрүүлэх чадвартай.","10","dugarchuluun@yandex.ru","2015-11-08 10:15:21"
"518","468","локал сүлжээ ","Гэр, албан офис, сургууль, нисэх буудал гэх мэт цөөн тооны барилга байгууламж бүхий харьцангуй бага хэмжээтэй газар нутаг хамарсан компьютер сүлжээ. Локал сүлжээ нь өгөгдөл дамжуулах хурд харьцангуй өндөр, газар зүйн хамрах хүрээ бага, харилцаа холбооны шугамын түрээс байхгүй гэх мэт үзүүлэлтээрээ глобал сүлжээнээс (wide-area network) ялгарна.  Орчин үеийн локал сүлжээнд twisted pair буюу ердийн, хос дамжуулагч мушгиа утсан кабель ашигладаг Ethernet, утасгүй холболтын Wi-Fi гэсэн хоёр технологи хамгийн өргөн хэрэглэгддэг. ","48","dugarchuluun@yandex.ru","2015-11-08 10:16:51"
"519","469","локал түгээгүүр ","Өргөтгөл слотыг төв процессортой холбодог түгээгүүр. Локал түгээгүүр нь өргөтгөл түгээгүүрээс хурдтай. ","48","dugarchuluun@yandex.ru","2015-11-08 10:17:14"
"520","470","доод түвшний форматлалт ","Хатуу дискний соронзонт гадарга дээр дискний толгой байршуулахад ашигладаг тусгай серво-тэмдэглэгээ үүсгэдэг ажиллагаа. Уг ажиллагааг ихэвчлэн үйлдвэрт серворайтер (servowriter) хэмээх тусгай төхөөрөмжөөр хийдэг.","10","dugarchuluun@yandex.ru","2015-11-08 10:17:42"
"521","471","мак үйлдлийн систем (мак үс) ","Apple корпорацийн (Урьд нь - Apple Computer) боловсруулж, хөгжүүлдэг, хэрэглэгчийн график интерфэйсэд тулгуурласан цуврал үйлдлийн систем. Орчин үеийн үйлдлийн системүүдэд хэрэглэгчийн график интерфэйс (graphical user interface) тархахад Mac OS үлэмж нөлөөлсөн гэж үздэг.  Анх 1984 онд тус компаний Macintosh цувралын компьютерт зориулж гаргасан энэхүү үйлдлийн систем 90-ээд оны дунд үеэс албан ёсоор Mac OS гэсэн товч нэртэй болжээ.  ","10","dugarchuluun@yandex.ru","2015-11-08 10:18:13"
"522","472","машины код ","Компьютерийн төв процессор (central processing unit) шууд ашигладаг командын болон өгөгдлийн систем.","10","dugarchuluun@yandex.ru","2015-11-08 10:18:38"
"523","473","үндсэн санах ой ","Төв процессортой (central processing unit) шууд харьцдаг анхдагч хадгалуур (primary storage). Үндсэн санах ой нь процессор үйлдэл гүйцэтгэхэд шаардагддаг команд болон өгөгдлийг түр хадгалах зориулалттай.  Персонал компьютерт (personal computer) хамаатай тохиолдолд уг нэр томъёоны оронд ихэвчлэн зүгээр л санах ой (memory) эсвэл санах ойн нэг төрөл болох шуурхай санах ой (random access memory, RAM) гэсэн хэллэг өргөн хэрэглэгддэг.  ","10","dugarchuluun@yandex.ru","2015-11-08 10:19:06"
"524","474","макро ","Товчлуурын ганц даралт эсвэл хулганы ганц товшилтоор ажилладаг бүлэг цуврал команд. Үүнийг мөн keyboard shortcut буюу товчлуур дөтлөгөө гэж нэрлэдэг.  Макрос нь командын хэд хэдэн товчлуур дарах ажиллагааг нэг эсвэл хоёрхон болгож нэгтгэх замаар бүтээмжийг сайжруулдаг.","12","dugarchuluun@yandex.ru","2015-11-08 10:19:24"
"525","475","micr ","Банкны чек гэх мэт төлбөрийн баримтан дээр соронзонт бэхээр хэвлэсэн тэмдэгтийг таньж уншин, компьютерт ойлгомжтой тоон хэлбэрт хувиргадаг скан технологи.","10","dugarchuluun@yandex.ru","2015-11-08 10:20:07"
"526","476","соронзон тууз ","Соронзон бичлэгийн зөөгч хэрэгсэл болох соронзонт нимгэн үе бүхий урт нарийн нийлэг тууз. Соронзон тууз ашиглаж аудио болон видео бичиж, тоглуулдаг төхөөрөмжийг туузан бичигч (tape recorder) гэдэг. Харин соронзон туузан дээр компьютер өгөгдөл бичиж, хадгалдаг төхөөрөмжийг туузан хөтлүүр (tape drive, streamer) гэдэг. Компьютер өгөгдлийн аюулгүйн нөөц (backup) хувь үүсгэхэд соронзон тууз ашигладаг. ","10","dugarchuluun@yandex.ru","2015-11-08 10:20:37"
"527","477","mэйнфрэйм компьютер ","Том албан байгууллагад нүсэр өгөгдөл бүхий тооллого, аж үйлдвэрийн болон арилжааны статистик тооцоо, үйлдвэр, компаний төлөвлөлт, санхүүгийн гүйлгээний боловсруулалт хийх зэрэгт ашигладаг хүчирхэг компьютер. Ихэвчлэн мэйнфрэйм гэж товч нэрлэдэг.  Анхны үеийн компьютерүүдийн төв процессорын төхөөрөмж, үндсэн санах ой нь зангидмал төмөр хийцтэй босоо тавиурт байрладаг байснаас уламжлан mainframe (англ. үндсэн (төмөр) хийц) гэсэн нэр томъёо үүсчээ.  Мэйнфрэймийн бүтээмжийг хэмжихдээ тусгай тест хийж хоромд хэдэн сая бүхэл тооны үйлдэл гүйцэтгэж буйгаар нь (MIPS) хэмждэг. ","10","dugarchuluun@yandex.ru","2015-11-08 10:20:58"
"528","478","тэмдэглэгээний хэл ","Текстэн дотор тухайн текстийнхээ гаргалт болон бүтцийнх нь тухай мэдээлэл оруулж, өгүүлбэр зүйн бүтцийн (syntactically) хувьд уг текстнээсээ ялгаатай  аннотац-тайлбар үүсгэдэг тэмдэгтийн систем. Тэмдэглэгээний хэл ашиглаж бичсэн текст баримт (document) нь зөвхөн (үг, цэг таслал бүхий) тухайн текстээр зогсохгүй, гарчиг, онцлоос, жагсаалт гэх мэт текстэн доторх байрлалуудыг зааж өгсөн нэмэлт мэдээлэл агуулдаг. Цаашилбал тэмдэглэгээний хэл ашиглан баримтанд интерактив элемент, өөр бусад баримтны агуулгыг шигтгэж өгч болдог. Зохиогчийн эх бичвэр дээр редактор хөх харандаагаар бичиж орхидог хяналтын засвар тэмдэглэгээ гэх мэт гар бичмэл эх ноорог дээрх засвар тэмдэглэгээнээс (markup) уг нэр томъёо анх үүсчээ.","6","dugarchuluun@yandex.ru","2015-11-08 10:21:18"
"529","479","масс мэдээллийн хэрэгсэл (mmx) ","Масс олон түмэнд зориулагддаг мэдээллийн хэрэгсэл. Уг нэр томъёо анх 1920-иод оны үеэс улс орныг бүхэлд нь хамарсан радио сүлжээ, масс-эргэлттэй сонин, сэтгүүл гарснаар үүсчээ. Гэхдээ ном, гар бичмэл гэх мэт зарим масс мэдээллийн хэрэгсэл дор хаяж хэдэн зуун жилийн түүхтэй.  Масс мэдээллийн хэрэгслийг “мэдээлэх” төдий үүрэгтэй хэмээн үздэг ойлголт хоцрогдож, сонсогч, үзэгч, уншигчдаас санал сэтгэгдлээ илэрхийлэх, нөлөөлөх боломж үүссэний ачаар зөвхөн ганц чиглэлтэй харилцаа (communication) биш болж хувирсан байна. Ийм учраас масс мэдээллийн хэрэгслийг социологийн ухаанд “масс харилцааны хэрэгсэл” гэж томъёолдог. ","12","dugarchuluun@yandex.ru","2015-11-08 10:21:42"
"530","480","мэдээллийн хэрэгсэл ","Мэдээлэл эсвэл өгөгдлийг хадгалах, зөөвөрлөхөд ашигладаг хадгалуур (storage), дамжуулах суваг (transmission channel) болон хэрэглүүр (tool). Medium хэмээх үгний олон тоо заасан хувирал болох media нь ихэнхдээ mass media (масс мэдээллийн хэрэгсэл) болон news media гэсэн нэр томъёотой ижил утгаар хэрэглэгддэг боловч medium буюу тодорхой нэг төрлийн мэдээллийн хэрэгслийг тусгайд нь илэрхийлсэн утгатай байж болдог. ","12","dugarchuluun@yandex.ru","2015-11-08 10:22:08"
"531","481","мэдээллийн хэрэгсэл, (мэдээлэл) зөөвөрлөх хэрэгсэл ","Мэдээлэл эсвэлөгөгдлийг хадгалах, зөөвөрлөхөд ашигладаг хадгалуур (storage), дамжуулах суваг (transmission channel) эсвэлхэрэглүүр (tool). ","12","dugarchuluun@yandex.ru","2015-11-08 10:22:25"
"532","482","мегабайт (мб, мбайт) ","1,048,576 байт. Ойролцоогоор нэг сая байт. Дижитал өгөгдлийн багтаамж хэмжихэд хэрэглэнэ","48","dugarchuluun@yandex.ru","2015-11-08 10:22:42"
"533","483","мегагерц (мгц)","Давтамжийн хэмжээс. Хоромд сая лугшилттай (цикл-мөчлөгтэй) тэнцэнэ.","48","dugarchuluun@yandex.ru","2015-11-08 10:23:05"
"534","484","санах ойн хаяг ","Боловсруулалтын явцад хадгалагдаж буй өгөгдөл эсвэл командыг  үндсэн санах ойд өвөрмөц дугаараар тэмдэглэсэн байрлал.  Тэмдэгт боловсруулахдаа, төв процессорын хяналтын блок тухайн тэмдэгтийг үндсэн санах ойн хаягаар нь хөөн гаргаж регистрт байршуулна. Энэ нь командын мөчлөг (цикл) гэгдэг ажиллагааны эхний үе шат болно.  ","10","dugarchuluun@yandex.ru","2015-11-08 10:23:30"
"535","485","мемори карт, санах ойн карт ","Флэш санах ойн технологид суурилсан өгөгдөл хадгалах төхөөрөмж. Маш жижигхэн, дахин дахин бичиж болдог, эрчим хүч бага шаарддаг мемори карт нь дижитал фото болон видео камер, гар утас, лэптоп (ноутбүүк) компьютер, МР3 тоглуулагч, видео тоглоомын консол зэрэгт өргөн хэрэглэгддэг.  1990-ээд оны эхээр арилжааны зориулалт бүхий анхны мемори карт болох кредит картны хэмжээтэй РС Card (PCMCIA) гарсан нь голлон үйлдвэрлэлийн (industrial) программ, модем гэх мэт оролтын/гаралтын төхөөрөмжид ашиглагддаг байв. ","10","dugarchuluun@yandex.ru","2015-11-08 10:23:54"
"536","486","санах ойн менежментийн хэрэглүүр ","Санах ойн нөөцийг үр дүнтэй хянан удирдаж, хуваарилах үүрэгтэй программ. ","12","dugarchuluun@yandex.ru","2015-11-08 10:24:19"
"537","487","санах ойн хадгалалтын нягт ","Компьютер хадгалах хэрэгслийн (storage medium) тодорхой өгөгдсөн зай, гадарга, трэкийн заагдсан уртад хадгалж болох битийн (bit) мэдээллийн хэмжээг илтгэдэг хэмжигдэхүүн. Нягтшил нь тухайн хадгалах хэрэгслийн хадгалах багтаамжтай шууд холбоотой.  Төрөл бүрийн дискэнд суурилдаг хадгалах хэрэгслийн хувьд хадгалалтын нягт их байх тусам, багтаамж болон хурдны үзүүлэлт сайжрахын хамтаар нэгж багтаамжид ноогдох өртөг зардал буурдаг. ","12","dugarchuluun@yandex.ru","2015-11-08 10:24:37"
"538","488","цэс","Компьютерийн дэлгэцнээ гарч байгаа ашиглагдах боломжит командын жагсаалт.  Хүмүүс программ ашиглахад хялбар байх үүднээс хэрэглэгчийн график интерфэйсийн программд цэс өргөн ашигладаг. Учир нь олон команд цээжлэхийн оронд цэснээс шууд сонгох нь илүү хялбар дөхөм юм.  ","12","dugarchuluun@yandex.ru","2015-11-08 10:24:59"
"539","489","цэсэн хөтөлгөөт интерфэйс ","Жагсаалт эсвэл цэснээс команд сонгох замаар ажилладаг хэрэглэгчийн интерфэйс. Цэсэн хөтөлгөөт интерфейс нь команд хөтөлгөөт (command-driven) интерфейсээс ашиглахад илүү хялбар. Ийм интерфэйсийн жишээнд банк, нисэх буудал, төмөр замын өртөө зэрэгт тавигддаг лавлагаа мэдээллийн автомат машины цэсийг дурдаж болно. ","48","dugarchuluun@yandex.ru","2015-11-08 10:25:23"
"540","490","метрополитэн сүлжээ ","Хамрах цар хүрээгээрээ глобал сүлжээнээс (WAN) жижиг, локал сүлжээнээс (LAN) том, ихэвчлэн хотын хэмжээнд компьютерүүдийг нэгтгэсэн сүлжээ. Гол төлөв шилэн кабелийн (fiber optical) гэх мэт өндөр хүчин чадалтай холбох технологиор хоорондоо холбогдсон хэд хэдэн локал сүлжээнээс бүрддэг метрополитэн сүлжээ нь хамрагдаж буй локал сүлжээнүүдийн хувьд глобал сүлжээ болон интернэтэд гарах гарц болдог.  Том хотуудын кабелийн телевизийн (cable TV, CATV) сүлжээ ч мөн метрополитэн сүлжээнд тооцогдоно. ","48","dugarchuluun@yandex.ru","2015-11-08 10:25:43"
"541","491","микропроцессор","Нэг эсвэл тусгай хэд хэдэн микросхемээс (integrated circuit, IC) бүрддэг процессор.  Төв процессор (central processing unit, CPU) нь нийтэд хамгийн танил микропроцессор боловч видеокартны график процессор, дууны картанд хэрэглэгддэг тоон дохины боловсруулалт хийдэг процессор гэх мэтчилэнгээр компьютерийн бусад бүрдэлд ч микропроцессор бий. Персональ компьютерийн хувьд микропроцессор, төв процессор (central processing unit) процессор гэсэн нэр томъёо нь ижил утгатай хэрэглэгдэж байна. ","12","dugarchuluun@yandex.ru","2015-11-08 10:26:09"
"542","492","бичил долгионы систем ","Бичил долгионоор өгөгдөл дамжуулахад ашигладаг техник тоног төхөөрөмжийн систем. ","48","dugarchuluun@yandex.ru","2015-11-08 10:26:28"
"543","493","бичил долгионы дамжуулалт ","Бичил долгион буюу долгионы урт нь цөөн сантиметраар хэмжигддэг радио долгион ашиглан мэдээлэл дамжуулдаг технологи. Бичил долгионы радио дамжуулалт нь дэлхийн гадарга дээрх харилцаа холбооны систем, сансарын радио холбоонд ихэвчлэн ашиглагддаг. Мөн бичил долгионы радио зурвасын зарим хэсэг нь радар, радио навигацийн систем, мэдрэгч систем, радио одон орны судалгаанд хэрэглэгддэг. ","48","dugarchuluun@yandex.ru","2015-11-08 10:27:23"
"544","494","mips","хэрэглэгддэг.  Millions of instructions per second (MIPS) / MIPS (англ. Хоромд сая команд) Нэг хоромд сая команд гүйцэтгэхтэй тэнцдэг, компьютерийн гүйцэтгэлийн хурд хэмждэг хэмжүүр. Жишээ нь 5MIPS нь хоромд 5 сая команд гүйцэтгэнэ гэсэн үг юм. Компьютерийн хурдыг MIPS-ээр илэрхийлсэн байвал тухайн процессор тодорхой синтетик тестэнд, хоромд хэдэн сая команд гүйцэтгэж буйг заана.  Процессорын архитектур, ашиглагдаж буй программын хэл зэрэг хүчин зүйлсээс хамаараад процессорын хурдыг MIPS-ээр хэмжих нь тэр бүр зөв шалгуур болж чаддаггүйтэй холбоотойгоор MIPS-ийг Meaningless Indicator of Processor Speed буюу Процессорын Хурдны Утгагүй Илтгэлцүүр гэж үздэг компьютерийн инженерүүд байдаг.","10","dugarchuluun@yandex.ru","2015-11-08 10:27:49"
"545","495","хөдөлгөөнт утас, үүрэн телефон, гар утас","Үүрэн сайт (cell site) буюу бааз станцад (base station) тулгуурлан ажилладаг үүрэн сүлжээнд (cellular network) ашигладаг хөдөлгөөнт холбооны (mobile communications) зориулалттай төхөөрөмж.","10","dugarchuluun@yandex.ru","2015-11-08 10:28:15"
"546","161","модем ","Модем ","10","dugarchuluun@yandex.ru","2015-11-08 10:28:48"
"547","496","морфинг","Кино (motion picture) болон хүүхэлдэйн кинонд (animation) ашигладаг, нэг объектоос нөгөө объект руу жигд уусан хувирч байгаа мэт сэтгэгдэл төрүүлдэг хийсвэр тусгай эффект (special effect). Морфингийг гурван хэмжээст графикт төдийгүй растер (raster) болон вектор (vector) хоёр хэмжээст графикт өргөн ашигладаг. ","10","dugarchuluun@yandex.ru","2015-11-08 10:29:13"
"548","497","эх хавтан ","Төв процессор, шуурхай санах ойн контроллер, тогтмол санах ойн контроллер, оролт/гаралтын бааз интерфэйсийн контроллер зэрэг  компьютерийн системийн үндсэн гол бүрдлүүд суурилдаг хэлхээний хэвлэмэл хавтан (printed circuit board).  ","10","dugarchuluun@yandex.ru","2015-11-08 10:29:31"
"549","498","хулгана","Хавтгай гадарга дээр хоёр хэмжээст хөдөлгөөн хийх замаар компьютерийн дисплей дэлгэцэн дээр өгөгдөл оруулах эсвэл команд гүйцэтгэх ёстой хэсэгт заагуур буюу курсорыг байрлуулах үүрэгтэй оролтын төхөөрөмж. Компьютертэй коммандаар харьцах тохиолдолд хулгана нь ихэнх тохиолдолд товчлуурт гарнаас илүү хялбар дөхөм. Микрокомпьютерийн хувьд хулгана нь ихэвчлэн хэрэглэгчийн график интерфэйс ашиглахад болон дүрс зурахад ашиглагддаг. ","10","dugarchuluun@yandex.ru","2015-11-08 10:29:55"
"550","499","хулганы заагуур ","Ширээний тавцан эсвэлт усгай хавтгай дээрх хулганы хөдөлгөөний дагуу дисплей дэлгэцнээ шилжин хөдөлж буй дүрс.  Мэдээлийг оруулах эсвэл комманд гүйцэтгэх ёстой байрлалыг хулганы заагуур зааж өгнө. Заагуур нь мөн тухайн цэг дээр гүйцэтгэх ёстой тусгай ажиллагааг заасан утгатай өөр дүрс болж хувирч болдог.   ","10","dugarchuluun@yandex.ru","2015-11-08 10:30:17"
"551","500","олон үүрэгт принтер ","Хэвлэх, сканнердах, хувилах, факсдах гэх мэт хэд хэдэн ажил үүрэг хослуулан гүйцэтгэх чадвартай, цогц техник төхөөрөмж.  Олон үүрэгт принтер нь офисийн хэд хэдэн саланги төхөөрөмж худалдан авах нийт үнээс хямд үнээр ажиллах боломж олгодог. ","10","dugarchuluun@yandex.ru","2015-11-08 10:30:32"
"552","501","мультимедиа","Мэдээллийн хэд хэдэн төрлийг нэг дор хамтатгасан мэдээллийн хэрэглүүр (media) эсвэл контент (content). Мультимедиа нь текст, аудио, зураг, анимац, видео болон интерактив контентын комбинац хослол хэлбэртэй байж болно. Хэвлэмэл болон гараар хийсэн мэдээллийн хэрэглүүрээс ялгах үүднээс уг нэр томъёог ашигладаг.  Мультимедиаг компьютер болон цахим төхөөрөмж ашиглан тоглуулж, бичиж, үзүүлж, харьцаж болохоос гадна амьд тоглолтын (live performance) бүрдэлд ч орж болдог.","6","dugarchuluun@yandex.ru","2015-11-08 10:30:50"
"553","502","мультимедиа авторинг программ","Текст, зураг, дуу,болон хөдөлгөөнт дүрс, анимац нэгтгэсэн мультимедиа контент (content) бүтээх зориулалттай хэрэглээний программ хангамж. Ийм төрлийн программд CD бичлэгийн (cd burning), DVD авторинг программууд орно. ","6","dugarchuluun@yandex.ru","2015-11-08 10:31:10"
"554","503","мультиплексер","Хэд хэдэн аналог мэдээллийн дохио эсвэл тоон өгөгдлийн урсгалыг (stream) нэг дохионд нэгтгэдэг төхөөрөмж.","48","dugarchuluun@yandex.ru","2015-11-08 10:31:27"
"555","120","мультиплекслэлт","Хэд хэдэн аналог дохио эсвэл тоон өгөгдлийн урсгалыг (stream) нэг дохионд нэгтгэж дундын (shared) дамжуулах хэрэгслээр илгээх ажиллагаа. Жишээ нь  харилцаа холбоонд утасны хэд хэдэн дуудлагыг нэг утсаар дамжуулж болдог. Телеграф буюу цахилгаан мэдээнээс гаралтай уг технологи орчин үеийн харилцаа холбоонд өргөн ашиглагддаг.  Мультиплекслэсэн дохиог физик холбооны сувгаар (communications channel) дамжуулна. Мультиплекслэлтээр доод түвшний (low-level) холбооны сувгийн багтаамжийг дээд түвшний (higher-level) хэд хэдэн логик сувагт хуваадаг. Харин дохиог хүлээн авагч талд болдог эсрэг процесс (reverse) болох анхны эх сувгуудыг эргүүлж гаргах ажиллагааг демультиплекслэлт (demultiplexing) гэнэ. ","48","dugarchuluun@yandex.ru","2015-11-08 10:31:53"
"556","504","midi","Тусгай команд эсвэл тусгай командтай файл гүйцэтгэх, бичих замаар хөгжим тоглуулах, бичиж авах зориулалттай техник болон программ хангамжийн стандарт. Хөгжим тоглуулах төхөөрөмж эсвэл программыг нь MIDI синтезатор (секвенсор) гэдэг бөгөөд энэ нь хэрэг дээрээ автомат хөгжмийн зэмсэг юм.","10","dugarchuluun@yandex.ru","2015-11-08 10:32:22"
